X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,StationName,Date,DoW,Month,Year,Agency,NO,ExtCount,AADT,Count_AM,Count_PM,Count_OP,Count_PMPK
20.46,7.44,8.37,8.37,18.6,47.43,97.65,279.93,343.17,284.58,309.69,362.7,384.09,412.92,398.97,407.34,451.98,422.22,318.99,228.78,179.49,92.07,48.36,37.2,PinerPrky-Bridge,4/28/2022,3,4,2022,La Conner,13650,,5170.8,623.1,1258.29,3289.41,451.98
50.05,27.3,11.83,24.57,50.96,213.85,421.33,537.81,475.93,426.79,445.9,512.33,507.78,507.78,594.23,683.41,800.8,696.15,451.36,260.26,215.67,151.06,70.98,57.33,Pioneer Highway S of Fir Island Rd,5/11/2022,2,5,2022,Skagit County,21280,,8195.46,1013.74,2078.44,5103.28,800.8
34.58,27.3,18.2,21.84,49.14,202.02,409.5,551.46,472.29,418.6,485.94,451.36,488.67,541.45,573.3,692.51,774.41,656.11,431.34,265.72,201.11,164.71,76.44,59.15,Pioneer Highway S of Fir Island Rd,5/12/2022,3,5,2022,Skagit County,21280,,8067.15,1023.75,2040.22,5003.18,774.41
7.36,5.52,6.44,14.72,26.68,76.36,83.72,129.72,115.92,80.04,110.4,85.56,99.36,102.12,96.6,140.76,195.96,173.88,107.64,84.64,43.24,34.96,30.36,16.56,Prairie Rd E of F & S Grade Rd,9/21/2022,2,9,2022,Skagit County,12718,,1868.52,245.64,433.32,1189.56,195.96
7.36,11.04,8.28,9.2,33.12,72.68,98.44,144.44,113.16,93.84,91.08,92,98.44,106.72,108.56,150.88,181.24,168.36,116.84,78.2,46,26.68,23,7.36,Prairie Rd E of F & S Grade Rd,9/22/2022,3,9,2022,Skagit County,12718,,1886.92,257.6,440.68,1188.64,181.24
5.52,4.6,10.12,10.12,33.12,60.72,97.52,131.56,119.6,91.08,84.64,73.6,80.96,91.08,100.28,137.08,148.12,165.6,110.4,83.72,46,18.4,11.96,8.28,Prairie Rd E of Parson Creek Rd,9/20/2022,1,9,2022,Skagit County,17055,,1724.08,251.16,385.48,1087.44,148.12
7.36,3.68,4.6,12.88,29.44,57.04,92.92,126.04,103.96,78.2,88.32,74.52,92.92,83.72,88.32,146.28,157.32,167.44,110.4,74.52,50.6,32.2,22.08,12.88,Prairie Rd E of Parson Creek Rd,9/21/2022,2,9,2022,Skagit County,17055,,1717.64,230,391.92,1095.72,157.32
3.68,0,3.68,1.84,13.8,15.64,46.92,69,65.32,58.88,51.52,36.8,35.88,41.4,63.48,82.8,88.32,76.36,59.8,34.96,24.84,10.12,5.52,5.52,Prairie Rd W of Blank,9/20/2022,1,9,2022,Skagit County,12425,,896.08,134.32,234.6,527.16,88.32
4.6,0,0.92,3.68,10.12,18.4,43.24,73.6,51.52,38.64,60.72,36.8,49.68,44.16,51.52,92.92,91.08,92.92,70.84,36.8,24.84,12.88,6.44,6.44,Prairie Rd W of Blank,9/21/2022,2,9,2022,Skagit County,12425,,922.76,125.12,235.52,562.12,91.08
9.2,5.52,6.44,13.8,23.92,75.44,92.92,135.24,109.48,88.32,126.04,101.2,103.96,114.08,114.08,147.2,215.28,200.56,121.44,96.6,51.52,37.72,33.12,22.08,Prairie Rd W of F & S Grade Rd,9/21/2022,2,9,2022,Skagit County,21247,,2045.16,244.72,476.56,1323.88,215.28
8.28,12.88,9.2,7.36,30.36,70.84,109.48,145.36,114.08,102.12,94.76,93.84,108.56,107.64,117.76,178.48,197.8,211.6,127.88,96.6,65.32,32.2,31.28,9.2,Prairie Rd W of F & S Grade Rd,9/22/2022,3,9,2022,Skagit County,21247,,2082.88,259.44,494.04,1329.4,197.8
2.76,3.68,5.52,5.52,18.4,45.08,55.2,73.6,69,52.44,56.12,57.96,48.76,72.68,66.24,91.08,88.32,112.24,60.72,53.36,23,11.04,11.04,6.44,Prairie Rd W of Parson Creek Rd,9/20/2022,1,9,2022,Skagit County,12622,,1090.2,142.6,245.64,701.96,88.32
2.76,2.76,4.6,9.2,17.48,35.88,51.52,73.6,58.88,50.6,65.32,54.28,55.2,48.76,56.12,92,102.12,106.72,68.08,42.32,28.52,18.4,12.88,12.88,Prairie Rd W of Parson Creek Rd,9/21/2022,2,9,2022,Skagit County,12622,,1070.88,132.48,250.24,688.16,102.12
4.75,1.9,1.9,3.8,10.45,5.7,33.25,28.5,47.5,38.95,33.25,55.1,47.5,57.95,59.85,70.3,93.1,86.45,37.05,19,26.6,12.35,3.8,5.7,Pulver Rd N of Josh Wilson Rd,3/30/2022,2,3,2022,Skagit County,1373,,784.7,76,223.25,485.45,93.1
1.9,0.95,1.9,2.85,11.4,8.55,38.95,40.85,38,48.45,35.15,58.9,60.8,53.2,60.8,65.55,75.05,68.4,39.9,21.85,23.75,6.65,12.35,3.8,Pulver Rd N of Josh Wilson Rd,3/31/2022,3,3,2022,Skagit County,1373,,779.95,78.85,201.4,499.7,75.05
3.8,1.9,0.95,4.75,18.05,15.2,43.7,72.2,84.55,42.75,39.9,58.9,57,76,82.65,86.45,90.25,109.25,56.05,27.55,27.55,11.4,5.7,7.6,Pulver Rd N of Peterson,3/30/2022,2,3,2022,Skagit County,15302,,1024.1,156.75,259.35,608,90.25
2.85,0.95,0.95,1.9,15.2,12.35,51.3,63.65,77.9,61.75,57,78.85,75.05,76,69.35,69.35,92.15,95,51.3,29.45,26.6,12.35,14.25,8.55,Pulver Rd N of Peterson,3/31/2022,3,3,2022,Skagit County,15302,,1044.05,141.55,230.85,671.65,92.15
5.7,6.65,3.8,3.8,10.45,15.2,46.55,76,70.3,59.85,63.65,74.1,66.5,96.9,87.4,105.45,128.25,119.7,79.8,47.5,32.3,27.55,5.7,8.55,Pulver Rd N of SR 20,3/30/2022,2,3,2022,Skagit County,3135,,1241.65,146.3,321.1,774.25,128.25
11.4,0.95,4.75,6.65,9.5,16.15,44.65,71.25,64.6,64.6,57,79.8,87.4,81.7,88.35,80.75,114,94.05,60.8,49.4,46.55,19.95,14.25,5.7,Pulver Rd N of SR 20,3/31/2022,3,3,2022,Skagit County,3135,,1174.2,135.85,283.1,755.25,114
10.12,7.36,0,5.52,11.04,28.52,43.24,76.36,69,52.44,75.44,79.12,88.32,87.4,92.92,85.56,122.36,128.8,80.04,46.92,34.04,40.48,11.04,11.04,Pulver Rd S of Peterson,7/19/2022,1,7,2022,Burlington,21039,,1287.08,145.36,300.84,840.88,122.36
6.44,7.36,4.6,5.52,16.56,27.6,46,80.96,62.56,70.84,96.6,90.16,83.72,69.92,82.8,109.48,159.16,151.8,69.92,43.24,42.32,27.6,23,21.16,Pulver Rd S of Peterson,7/20/2022,2,7,2022,Burlington,21039,,1399.32,143.52,351.44,904.36,159.16
13.8,5.52,5.52,6.44,23.92,45.08,98.44,190.44,179.4,170.2,199.64,221.72,253,241.04,248.4,252.08,264.04,299.92,169.28,119.6,65.32,73.6,25.76,14.72,Pulver Rd S of SR20,7/19/2022,1,7,2022,Burlington,465,,3186.88,369.84,764.52,2052.52,264.04
14.72,6.44,8.28,3.68,23,50.6,82.8,166.52,160.08,161,207.92,218.96,241.96,205.16,222.64,275.08,317.4,298.08,183.08,97.52,85.56,59.8,21.16,17.48,Pulver Rd S of SR20,7/20/2022,2,7,2022,Burlington,465,,3128.92,326.6,815.12,1987.2,317.4
43.2,26.1,14.4,31.5,65.7,180.9,285.3,546.3,682.2,747,822.6,1005.3,986.4,1010.7,1054.8,1081.8,1075.5,925.2,667.8,551.7,341.1,234.9,83.7,55.8,R Ave N of 22nd,8/24/2022,2,8,2022,Anacortes,15031,,12519.9,1228.5,3212.1,8079.3,1075.5
53.1,37.8,15.3,36,67.5,194.4,295.2,486.9,663.3,780.3,837.9,967.5,1007.1,1013.4,1038.6,1051.2,1108.8,900,581.4,277.2,251.1,158.4,54.9,35.1,R Ave N of 22nd,8/25/2022,3,8,2022,Anacortes,15031,,11912.4,1150.2,3198.6,7563.6,1108.8
0,0,0,0,0.9,0.9,0.9,2.7,18.9,1.8,0.9,0,2.7,0.9,0.9,0.9,0.9,0,0,5.4,0.9,0,0,0,R Ave S of 22nd NB,8/24/2022,2,8,2022,Anacortes,20458,,39.6,21.6,2.7,15.3,0.9
0,0,0,0,0,0.9,0,1.8,3.6,1.8,1.8,2.7,2.7,0,0,1.8,0.9,0.9,0,0,0.9,0,0,0.9,R Ave S of 22nd NB,8/25/2022,3,8,2022,Anacortes,20458,,20.7,5.4,2.7,12.6,0.9
27.9,18.9,1.8,1.8,18.9,36.9,88.2,191.7,214.2,288,328.5,411.3,412.2,428.4,495.9,477,548.1,428.4,318.6,269.1,187.2,120.6,37.8,31.5,R Ave S of 22nd SB,8/24/2022,2,8,2022,Anacortes,20458,,5382.9,405.9,1521,3456,548.1
34.2,27.9,12.6,5.4,19.8,46.8,102.6,179.1,192.6,288,324.9,385.2,428.4,424.8,504,493.2,512.1,419.4,338.4,198.9,161.1,102.6,24.3,15.3,R Ave S of 22nd SB,8/25/2022,3,8,2022,Anacortes,20458,,5241.6,371.7,1509.3,3360.6,512.1
450.014,471.203,310.772,232.07,217.944,346.087,469.185,608.427,878.839,1266.295,1950.397,2677.886,3142.026,3182.386,3398.312,3215.683,2774.75,2444.807,1886.83,1513.5,1139.161,862.695,659.886,501.473,R093N,1/1/2022,5,1,2022,,15616,1,34600.628,1487.266,9388.745,23724.617,2774.75
388.654,249.849,214.846,210.018,298.129,457.453,770.066,930.597,1423.053,2531.079,3665.659,4213.637,4712.128,4731.44,4638.501,4333.13,4094.144,3717.56,2975.255,2412.793,1561.858,1134.58,753.168,502.112,R093N,1/2/2022,6,1,2022,,15616,1,50919.709,2353.65,13065.775,35500.284,4094.144
455.308,304.01,318.15,383.194,1040.704,2014.95,3287.55,4080.804,3715.992,4039.798,4360.776,4780.734,5045.152,5086.158,5517.428,6152.314,6542.578,5486.32,3686.298,2352.896,1733.564,1307.95,886.578,667.408,R093N,1/3/2022,0,1,2022,,15616,1,73246.614,7796.796,18212.32,47237.498,6542.578
403.305,240.814,293.419,369.404,991.312,1844.682,3044.076,3914.981,3609.872,3300.087,3276.707,3709.237,3883.418,4121.894,4751.985,5154.121,5510.666,4849.012,2957.57,2044.581,1425.011,911.82,695.555,517.867,R093N,1/4/2022,1,1,2022,,15616,1,61821.396,7524.853,15416.772,38879.771,5510.666
387.612,238.62,265.392,358.512,931.2,1835.628,2940.264,3684.06,3561.84,3252.216,3301.104,3509.46,3876.12,4000.668,4420.872,5133.24,5286.888,4515.156,2889.048,1876.368,1346.748,910.248,609.936,471.42,R093N,1/5/2022,2,1,2022,,15616,1,59602.62,7245.9,14841,37515.72,5286.888
338.72,220.4,228.52,323.64,795.76,1480.16,2396.56,3007.88,2872.16,2701.64,3002.08,3145.92,3467.24,3592.52,3927.76,4517.04,4752.52,4145.84,2749.2,1847.88,1368.8,1017.32,660.04,541.72,R093N,1/6/2022,3,1,2022,,15616,1,53101.32,5880.04,13197.32,34023.96,4752.52
322.48,217.952,251.312,316.92,797.304,1532.336,2627.656,3463.88,3278.176,2994.616,3212.568,3579.528,4044.344,4324.568,4642.6,5276.44,5244.192,4808.288,3482.784,2361.888,1817.008,1364.424,967.44,622.72,R093N,1/7/2022,4,1,2022,,15616,1,61551.424,6742.056,15163.232,39646.136,5244.192
442.951,277.475,241.151,235.097,345.078,612.463,1052.387,1567.986,1886.83,2616.337,3336.763,3959.316,4136.9,4268.07,4392.177,4246.881,4138.918,3723.21,2982.604,2096.702,1654.76,1267.304,953.505,632.643,R093N,1/8/2022,5,1,2022,,15616,1,51067.508,3454.816,12777.976,34834.716,4138.918
490.042,334.339,277.61,249.849,293.301,555.22,1065.781,1470.126,1785.153,2767.651,3856.365,4405.55,5041.639,4820.758,5134.578,5196.135,5022.327,5135.785,3742.907,2617.983,1894.99,1402.534,854.556,638.503,R093N,1/9/2022,6,1,2022,,15616,1,59053.682,3255.279,15353.04,40445.363,5022.327
386.022,254.52,268.66,460.964,1135.442,2287.852,3833.354,4811.842,4391.884,4240.586,4051.11,4524.8,4731.244,4858.504,5571.16,6060.404,6466.222,5868.1,3529.344,2297.75,1631.756,1196.244,820.12,595.294,R093N,1/10/2022,0,1,2022,,15616,1,74273.178,9203.726,18097.786,46971.666,6466.222
326.151,167.167,273.546,363.559,1021.706,1951.061,3172.666,4003.825,3743.138,3378.41,3494.141,3773.532,3893.939,3958.234,4618.719,4929.673,5347.006,4643.268,2923.669,2007.173,1430.856,1034.565,683.865,507.346,R093N,1/11/2022,1,1,2022,,15616,1,61647.215,7746.963,14895.398,39004.854,5347.006
365.496,368.988,287.508,368.988,1003.368,1826.316,3127.668,3841.2,3498.984,3344.172,3404.7,3604.908,3935.484,3958.764,4283.52,5178.636,5169.324,4694.412,3054.336,2005.572,1627.272,1144.212,726.336,535.44,R093N,1/12/2022,2,1,2022,,15616,1,61355.604,7340.184,14631.48,39383.94,5169.324
336.4,215.76,249.4,373.52,962.8,1889.64,3188.84,3886,3716.64,3437.08,3471.88,3822.2,4049.56,4015.92,4827.92,5427.64,5681.68,4918.4,3242.2,2209.8,1627.48,1120.56,762.12,611.32,R093N,1/13/2022,3,1,2022,,15616,1,64044.76,7602.64,15937.24,40504.88,5681.68
354.728,215.728,230.184,364.736,875.144,1526.776,2815.584,3537.272,3480.56,3559.512,3644.024,4248.952,4598.12,4609.24,5139.664,5817.984,6152.696,5409.88,3937.592,2872.296,2018.28,1495.64,1036.384,780.624,R093N,1/14/2022,4,1,2022,,15616,1,68721.6,7017.832,17110.344,44593.424,6152.696
422.771,293.619,272.43,277.475,410.663,624.571,1131.089,1799.047,2292.448,3049.198,3946.199,4773.579,4738.264,4527.383,4680.751,4639.382,4471.888,3997.658,2986.64,2254.106,1721.354,1357.105,1024.135,703.273,R093N,1/15/2022,5,1,2022,,15616,1,56395.028,4091.495,13792.021,38511.512,4471.888
551.599,364.514,276.403,264.333,299.336,488.835,912.492,1339.77,1763.427,2770.065,3701.869,4444.174,4941.458,4946.286,4906.455,4887.143,4599.877,4319.853,3192.515,2552.805,1845.503,1240.796,887.145,590.223,R093N,1/16/2022,6,1,2022,,15616,1,56086.876,3103.197,14393.475,38590.204,4599.877
394.506,257.348,257.348,425.614,1016.666,1879.206,3099.488,3742.858,3591.56,3881.43,4801.944,5685.694,6234.326,6058.99,6368.656,6913.046,6833.862,5841.234,4113.326,2699.326,2027.676,1385.72,892.234,633.472,R093N,1/17/2022,0,1,2022,,15616,1,79035.53,7334.418,20115.564,51585.548,6833.862
320.306,226.786,245.49,402.136,997.157,2014.187,3307.101,4102.021,3841.334,3480.113,3331.65,3634.421,3805.095,3932.516,4460.904,5072.291,5389.09,4844.336,3042.907,1968.596,1510.348,1071.973,669.837,542.416,R093N,1/18/2022,1,1,2022,,15616,1,62213.011,7943.355,14922.285,39347.371,5389.09
358.512,204.864,236.292,374.808,1025.484,1960.176,3160.26,4034.424,3692.208,3405.864,3482.688,3590.94,4000.668,4037.916,4580.34,5160.012,5562.756,4955.148,3157.932,2066.1,1523.676,1080.192,739.14,523.8,R093N,1/19/2022,2,1,2022,,15616,1,62914.2,7726.632,15303.108,39884.46,5562.756
334.08,226.2,236.64,393.24,974.4,1912.84,3161,3991.56,3665.6,3410.4,3389.52,3643.56,4064.64,4068.12,4653.92,5004.24,5616.72,4913.76,3437.08,2199.36,1648.36,1238.88,871.16,669.32,R093N,1/20/2022,3,1,2022,,15616,1,63724.6,7657.16,15274.88,40792.56,5616.72
392.536,186.816,262.432,388.088,845.12,1646.872,2791.12,3798.592,3580.64,3502.8,3678.496,4192.24,4472.464,4668.176,4976.2,5583.352,6118.224,5410.992,3924.248,2936.792,2081.664,1445.6,1067.52,786.184,R093N,1/21/2022,4,1,2022,,15616,1,68737.168,7379.232,16677.776,44680.16,6118.224
432.861,299.673,261.331,257.295,369.294,643.742,1214.836,1828.308,2375.186,3277.232,4016.829,4616.175,4784.678,4694.877,4679.742,4722.12,4375.024,4506.194,3337.772,2356.015,1845.461,1388.384,1006.982,700.246,R093N,1/22/2022,5,1,2022,,15616,1,57990.257,4203.494,13776.886,40009.877,4375.024
580.567,328.304,324.683,242.607,310.199,520.217,934.218,1314.423,1899.818,2912.491,3753.77,4627.638,5068.193,5028.362,5190.1,5082.677,5031.983,4776.099,3547.373,2646.951,2022.932,1379.601,930.597,605.914,R093N,1/23/2022,6,1,2022,,15616,1,59059.717,3214.241,15304.76,40540.716,5031.983
472.276,311.08,231.896,473.69,1261.288,2395.316,4116.154,5200.692,4492.278,4134.536,4208.064,4673.27,4835.88,4868.402,5552.778,6227.256,6754.678,5831.336,3939.404,2395.316,1719.424,1274.014,883.75,653.268,R093N,1/24/2022,0,1,2022,,15616,1,76906.046,9692.97,18534.712,48678.364,6754.678
399.798,227.955,268.87,404.474,1010.016,1994.314,3455.564,4258.667,3900.953,3505.831,3467.254,3698.716,4014.346,3976.938,4458.566,5127.234,5592.496,5038.39,3249.82,2060.947,1481.123,1081.325,779.723,631.26,R093N,1/25/2022,1,1,2022,,15616,1,64084.58,8159.62,15178.296,40746.664,5592.496
358.512,214.176,225.816,384.12,1012.68,2021.868,3299.94,4302.144,3756.228,3516.444,3490.836,3670.092,4162.464,4143.84,4468.596,5214.72,5702.436,5218.212,3515.28,2208.108,1616.796,1176.804,772.896,587.82,R093N,1/26/2022,2,1,2022,,15616,1,65040.828,8058.372,15385.752,41596.704,5702.436
372.36,213.44,244.76,385.12,999.92,1859.48,3308.32,4300.12,4093.64,3662.12,3470.72,3877.88,4276.92,4396.4,4880.12,5583.08,5917.16,5258.28,3680.68,2460.36,1821.2,1278.32,875.8,633.36,R093N,1/27/2022,3,1,2022,,15616,1,67849.56,8393.76,16380.36,43075.44,5917.16
434.792,251.312,264.656,395.872,864.024,1589.048,2911.216,3861.976,3775.24,3685.168,3867.536,4304.552,4852.768,5041.808,5389.864,6013.696,6445.152,5789.072,4363.488,2920.112,2331.864,1708.032,1186.504,806.2,R093N,1/28/2022,4,1,2022,,15616,1,73053.952,7637.216,17848.712,47568.024,6445.152
515.599,305.727,272.43,243.169,383.42,605.4,1102.837,1755.66,2583.04,3360.979,4322.556,4777.615,4924.929,4744.318,4696.895,4714.048,4894.659,4262.016,3440.69,2492.23,1983.694,1712.273,1142.188,739.597,R093N,1/29/2022,5,1,2022,,15616,1,59975.969,4338.7,14305.602,41331.667,4894.659
643.331,372.963,312.613,261.919,316.234,505.733,884.731,1313.216,1892.576,2908.87,3797.222,4585.393,4754.373,4912.49,4958.356,4850.933,4534.699,4085.695,3050.089,2972.841,2267.953,1420.639,1068.195,657.815,R093N,1/30/2022,6,1,2022,,15616,1,57328.879,3205.792,14343.988,39779.099,4534.699
432.684,270.074,268.66,475.104,1213.212,2501.366,3995.964,5015.458,4595.5,4285.834,4325.426,4533.284,5049.394,5088.986,5564.09,6309.268,6867.798,6225.842,4216.548,2820.93,2082.822,1432.382,921.928,704.172,R093N,1/31/2022,0,1,2022,,15616,1,79196.726,9610.958,18741.156,50844.612,6867.798
362.34,227.286,233.874,388.692,908.046,1884.168,3180.906,4025.268,3737.592,3366.468,3343.41,3542.148,3783.708,3877.038,4150.44,4845.474,5385.69,4853.16,3267.648,2167.452,1502.064,1115.568,698.328,519.354,R093N,2/1/2022,1,2,2022,,15616,1,61366.122,7762.86,14381.604,39221.658,5385.69
343.945,219.17,259.315,348.285,949.375,1861.86,3083.57,3986.29,3580.5,3341.8,3170.37,3389.54,3762.78,3725.89,4356.275,4942.175,5312.16,4718.665,3102.015,1994.23,1466.92,1083.915,724.78,586.985,R093N,2/2/2022,2,2,2022,,15616,1,60310.81,7566.79,14610.61,38133.41,5312.16
375.24,200.34,245.92,356.16,917.96,1744.76,3045.38,3880.66,3710,3265.86,3117.46,3363.38,3749.22,3687.74,4474.26,4751.98,5303.18,4778.48,3508.6,2281.12,1655.72,1232.78,828.92,559.68,R093N,2/3/2022,3,2,2022,,15616,1,61034.8,7590.66,14529.42,38914.72,5303.18
391.776,214.368,260.832,362.208,852.192,1562.88,2740.32,3606.24,3559.776,3429.888,3672.768,3896.64,4444.704,4605.216,4932.576,5728.8,5802.72,5332.8,3963.168,2901.888,2078.208,1577.664,1156.32,812.064,R093N,2/4/2022,4,2,2022,,15616,1,67886.016,7166.016,16464.096,44255.904,5802.72
434.304,258.336,253.656,219.024,336.024,603.72,1170,1765.296,2378.376,3248.856,3853.512,4314.96,4475.016,4216.68,4353.336,4521.816,4397.328,4062.24,3488.472,2465.424,1896.336,1478.88,1053.936,743.184,R093N,2/5/2022,5,2,2022,,15616,1,55988.712,4143.672,13272.48,38572.56,4397.328
550.912,350.776,296.976,214.124,276.532,426.096,804.848,1249.236,1828.124,2858.932,3835.94,4377.168,4972.196,5010.932,5094.86,5111,5004.476,4770.984,3773.532,2884.756,2152,1473.044,969.476,548.76,R093N,2/6/2022,6,2,2022,,15616,1,58835.68,3077.36,15210.336,40547.984,5004.476
376.8,223.568,242.408,399.408,1119.096,2132.688,3618.536,4598.216,4208.856,3867.224,4010.408,4093.304,4452.52,4403.536,4939.848,5781.368,6125.512,5311.624,3558.248,2264.568,1696.856,1207.016,856.592,646.84,R093N,2/7/2022,0,2,2022,,15616,1,70135.04,8807.072,16846.728,44481.24,6125.512
365.634,242.658,240.462,389.79,983.808,1899.54,3302.784,4092.246,3848.49,3500.424,3427.956,3590.46,3888.018,4035.15,4407.372,4927.824,5361.534,4200.948,3073.302,2294.82,1773.27,1208.898,949.77,564.372,R093N,2/8/2022,1,2,2022,,15616,1,62569.53,7940.736,14696.73,39932.064,5361.534
354.795,224.595,233.275,401.45,962.395,1852.095,3169.285,4167.485,3726.975,3537.1,3315.76,3611.965,3921.19,4011.245,4537.47,5148.325,5409.81,5147.24,3362.415,2236.185,1655.71,1245.58,783.37,610.855,R093N,2/9/2022,2,2,2022,,15616,1,63626.57,7894.46,15095.605,40636.505,5409.81
386.9,228.96,250.16,359.34,972.02,1789.28,3120.64,4023.76,3839.32,3402.6,3375.04,3522.38,3993.02,4059.8,4477.44,5091.18,5393.28,4965.04,3599.76,2363.8,1820.02,1230.66,850.12,631.76,R093N,2/10/2022,3,2,2022,,15616,1,63746.28,7863.08,14961.9,40921.3,5393.28
406.56,241.824,266.112,359.04,838.464,1617.792,2775.168,3899.808,3932.544,3597.792,3947.328,4153.248,4636.896,4786.848,5316.96,5931.552,5976.96,5739.36,4761.504,3332.736,2434.08,1758.24,1195.392,806.784,R093N,2/11/2022,4,2,2022,,15616,1,72712.992,7832.352,17225.472,47655.168,5976.96
460.512,282.672,277.992,210.6,362.232,549.432,1141.92,1966.536,2740.608,3656.016,4600.44,5043.168,4821.336,3783.312,3736.512,4781.088,4914.936,4450.68,3984.552,2903.472,2266.992,1714.752,1221.48,783.432,R093N,2/12/2022,5,2,2022,,15616,1,60654.672,4707.144,13432.536,42514.992,4914.936
554.14,337.864,286.216,232.416,238.872,428.248,743.516,1275.06,1759.26,2865.388,3882.208,4465.4,4950.676,5221.828,5035.68,4357.8,3911.26,3520.672,3119.324,3336.676,2911.656,1689.32,1000.68,548.76,R093N,2/13/2022,6,2,2022,,15616,1,56672.92,3034.32,13304.74,40333.86,3911.26
394.384,232.36,272.552,389.36,1142.96,2226.888,3533.128,4600.728,4244.024,4070.696,4000.36,4354.552,4766.52,4681.112,5434.712,5996.144,6644.24,5694.704,3873.504,2631.32,1819.944,1372.808,1076.392,718.432,R093N,2/14/2022,0,2,2022,,15616,1,74171.824,8844.752,18075.096,47251.976,6644.24
424.926,281.088,264.618,397.476,1014.552,1967.616,3279.726,4397.49,4071.384,3635.478,3491.64,3722.22,3928.644,3945.114,4349.178,5466.942,5684.346,4902.57,3466.386,2221.254,1629.432,1157.292,734.562,575.352,R093N,2/15/2022,1,2,2022,,15616,1,65009.286,8468.874,15500.466,41039.946,5684.346
346.115,201.81,257.145,361.305,966.735,1950.83,3404.73,4522.28,3876.705,3770.375,3525.165,3734.57,4011.245,4256.455,4507.09,5024.635,5435.85,4970.385,3607.625,2218.825,1785.91,1272.705,807.24,570.71,R093N,2/16/2022,2,2,2022,,15616,1,65386.44,8398.985,14967.575,42019.88,5435.85
366.76,242.74,239.56,389.02,966.72,1892.1,3223.46,4119.16,3865.82,3579.62,3559.48,3617.78,4014.22,4128.7,4617.36,5291.52,5668.88,5136.76,3552.06,2659.54,1832.74,1283.66,877.68,666.74,R093N,2/17/2022,3,2,2022,,15616,1,65792.08,7984.98,15577.76,42229.34,5668.88
390.72,259.776,242.88,396,887.04,1605.12,2793.12,3866.016,3700.224,3856.512,4269.408,4613.664,4894.56,5114.208,5458.464,5815.392,6387.744,5193.408,4070.88,3587.232,2743.488,1863.84,1278.816,882.816,R093N,2/18/2022,4,2,2022,,15616,1,74171.328,7566.24,17661.6,48943.488,6387.744
524.16,324.792,295.776,239.616,318.24,597.168,1036.152,1743.768,2549.664,3466.944,4243.824,4952.376,5046.912,4680,4819.464,4825.08,4602.312,4010.76,3239.496,2577.744,2088.216,1790.568,1170.936,789.984,R093N,2/19/2022,5,2,2022,,15616,1,59933.952,4293.432,14246.856,41393.664,4602.312
593.952,391.664,293.748,215.2,276.532,447.616,922.132,1418.168,1974.46,3061.22,4165.196,4773.136,5134.672,5194.928,5130.368,4863.52,4790.352,4379.32,3785.368,2828.804,2248.84,1579.568,1117.964,591.8,R093N,2/20/2022,6,2,2022,,15616,1,60178.528,3392.628,14784.24,42001.66,4790.352
444.624,243.664,200.96,364.24,939.488,1716.952,2818.464,3318.352,3446.464,3913.696,4802.944,5409.592,5899.432,5984.84,6001.168,6571.392,6924.328,6146.864,4609.52,3381.152,2386.4,1679.272,1095.232,761.136,R093N,2/21/2022,0,2,2022,,15616,1,79060.176,6764.816,19496.888,52798.472,6924.328
417.24,244.854,293.166,346.968,969.534,1896.246,2904.21,3860.568,3606.93,3713.436,3743.082,3803.472,4121.892,4086.756,4673.088,5217.696,5547.096,5018.958,3430.152,2204.784,1636.02,1218.78,897.066,564.372,R093N,2/22/2022,1,2,2022,,15616,1,64416.366,7467.498,15437.88,41510.988,5547.096
386.26,276.675,227.85,353.71,992.775,1923.705,3162.775,4158.805,3749.76,3623.9,3531.675,3987.375,4171.825,4354.105,4592.805,5177.62,5746.16,5213.425,3557.715,2282.84,1791.335,1214.115,821.345,571.795,R093N,2/23/2022,2,2,2022,,15616,1,65870.35,7908.565,15516.585,42445.2,5746.16
340.26,221.54,249.1,338.14,909.48,1563.5,2654.24,3355.96,3181.06,3198.02,3428.04,3514.96,3850.98,4066.16,4346,4949.14,5411.3,4865.4,3542.52,2449.66,1727.8,1177.66,890.4,728.22,R093N,2/24/2022,3,2,2022,,15616,1,60959.54,6537.02,14706.44,39716.08,5411.3
416.064,267.168,250.272,356.928,877.536,1531.2,2773.056,3815.328,3890.304,3740.352,3964.224,4409.856,4968.48,5048.736,5349.696,5942.112,6160.704,5913.6,4712.928,3291.552,2532.288,1764.576,1219.68,949.344,R093N,2/25/2022,4,2,2022,,15616,1,74145.984,7705.632,17452.512,48987.84,6160.704
531.648,328.536,289.224,222.768,348.192,596.232,1002.456,1749.384,2467.296,3392.064,4259.736,4826.016,4954.248,4819.464,4880.304,4902.768,4631.328,4000.464,3260.088,2463.552,1956.24,1594.008,1147.536,749.736,R093N,2/26/2022,5,2,2022,,15616,1,59373.288,4216.68,14414.4,40742.208,4631.328
547.684,366.916,282.988,227.036,273.304,432.552,897.384,1307.34,1846.416,2985.9,3843.472,4550.404,5039.984,5000.172,4925.928,5032.452,4831.24,4298.62,3536.812,2783.612,2135.86,1417.092,940.424,565.976,R093N,2/27/2022,6,2,2022,,15616,1,58069.568,3153.756,14789.62,40126.192,4831.24
